DBA,CUISINE DESCRIPTION,VIOLATION CODE,VIOLATION DESCRIPTION,SCORE,BORO,BUILDING,STREET,ZIPCODE,Address,
THE BARONESS BAR,French,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,33,QUEENS,41-26,CRESCENT STREET,11101,"41-26 CRESCENT STREET, QUEENS, New York City, 11101",
ARIYOSHI JAPANESE RESTAURANT,Japanese,04M,Live roaches present in facility's food and/or non-food areas.,65,MANHATTAN,226,EAST   53 STREET,10022,"226 EAST   53 STREET, MANHATTAN, New York City, 10022",
QUEEN'S PIZZA,Pizza,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",12,QUEENS,11614,QUEENS BOULEVARD,11375,"11614 QUEENS BOULEVARD, QUEENS, New York City, 11375",
EL CASTILLO DE MADISON,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",55,MANHATTAN,207,MADISON STREET,10002,"207 MADISON STREET, MANHATTAN, New York City, 10002",
YUN NAN FLAVOUR GARDEN,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,51,BROOKLYN,5121,8TH AVENUE,11220,"5121 8TH AVENUE, BROOKLYN, New York City, 11220",
NEW MANDARIN COURT,Chinese,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,38,MANHATTAN,61,MOTT STREET,10013,"61 MOTT STREET, MANHATTAN, New York City, 10013",
CAFFE NOI ESPRESSO BAR,Caf̩/Coffee/Tea,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,MANHATTAN,1465,2 AVE,10075,"1465 2 AVE, MANHATTAN, New York City, 10075",
FLUSHING BANGGANE,Korean,04M,Live roaches present in facility's food and/or non-food areas.,13,QUEENS,16519,NORTHERN BLVD,11358,"16519 NORTHERN BLVD, QUEENS, New York City, 11358",
EL TAPATIO MEXICAN RESTAURANT,Mexican,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",53,MANHATTAN,209,EAST  116 STREET,10029,"209 EAST  116 STREET, MANHATTAN, New York City, 10029",
BY CHLOE,Vegetarian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,MANHATTAN,185,BLEECKER ST,10012,"185 BLEECKER ST, MANHATTAN, New York City, 10012",
NEW STAR SEAFOOD RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,50,BROOKLYN,6022,8TH AVE,11220,"6022 8TH AVE, BROOKLYN, New York City, 11220",
MANGIA FRESH KITCHEN,Italian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,20,STATEN ISLAND,20,JEFFERSON BLVD,10312,"20 JEFFERSON BLVD, STATEN ISLAND, New York City, 10312",
LA VILLA CAFE,Spanish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,BROOKLYN,505,DEKALB AVENUE,11205,"505 DEKALB AVENUE, BROOKLYN, New York City, 11205",
SOLDIER RESTAURANT BUFFET,Caribbean,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",69,BROOKLYN,1444,FULTON ST,11216,"1444 FULTON ST, BROOKLYN, New York City, 11216",
AMMOS ESTIATORIO,Greek,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",42,MANHATTAN,52,VANDERBILT AVE,10017,"52 VANDERBILT AVE, MANHATTAN, New York City, 10017",
DANIEL'S BAGEL,Bagels/Pretzels,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",49,MANHATTAN,569,THIRD AVENUE,10016,"569 THIRD AVENUE, MANHATTAN, New York City, 10016",
MASAL CAFE & LOUNGE,Turkish,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",65,BROOKLYN,1901,EMMONS AVENUE,11235,"1901 EMMONS AVENUE, BROOKLYN, New York City, 11235",
STAR KABAB & CHINEASE RESTAURANT,Bangladeshi,04M,Live roaches present in facility's food and/or non-food areas.,12,QUEENS,16821,HILLSIDE AVENUE,11432,"16821 HILLSIDE AVENUE, QUEENS, New York City, 11432",
MR. THAI RESTAURANT,Thai,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,17,BROOKLYN,378,METROPOLITAN AVENUE,11211,"378 METROPOLITAN AVENUE, BROOKLYN, New York City, 11211",
LIBERTY RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,10,QUEENS,12916,LIBERTY AVENUE,11419,"12916 LIBERTY AVENUE, QUEENS, New York City, 11419",
FAMILY CUCINA,Bagels/Pretzels,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,14,STATEN ISLAND,170,MCCLEAN AVE,10305,"170 MCCLEAN AVE, STATEN ISLAND, New York City, 10305",
BOSTON MARKET,American,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",43,BRONX,925,HUNTS POINT AVE,10459,"925 HUNTS POINT AVE, BRONX, New York City, 10459",
GREEN PAVILION RESTAURANT & SPORTS LOUNGE,American,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",40,BROOKLYN,4307,18 AVENUE,11218,"4307 18 AVENUE, BROOKLYN, New York City, 11218",
SPICE SYMPHONY,Indian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,55,MANHATTAN,182,LEXINGTON AVENUE,10016,"182 LEXINGTON AVENUE, MANHATTAN, New York City, 10016",
PALACE FRIED CHICKEN & PIZZA,Chicken,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,QUEENS,4812,BROADWAY,11103,"4812 BROADWAY, QUEENS, New York City, 11103",
PLAZA PIAXTLA BAKERY,Bakery,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,48,QUEENS,663,SENECA AVENUE,11385,"663 SENECA AVENUE, QUEENS, New York City, 11385",
DELMY FOOD,Spanish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,24,BRONX,456,EAST  149 STREET,10455,"456 EAST  149 STREET, BRONX, New York City, 10455",
MAHARLIKA,Filipino,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11,MANHATTAN,111,FIRST AVE,10003,"111 FIRST AVE, MANHATTAN, New York City, 10003",
MI ESTRELLA RESTAURANT,Chinese/Cuban,04M,Live roaches present in facility's food and/or non-food areas.,51,QUEENS,8819,ROOSEVELT AVENUE,11372,"8819 ROOSEVELT AVENUE, QUEENS, New York City, 11372",
COMMON GROUND,American,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,12,MANHATTAN,206,AVENUE A,10009,"206 AVENUE A, MANHATTAN, New York City, 10009",
TONY & VAL'S,Pizza,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,BRONX,6201,BROADWAY,10471,"6201 BROADWAY, BRONX, New York City, 10471",
EXPRESS BROOK LUNCH RESTAURANT,Spanish,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",51,BRONX,502,EAST  138 STREET,10454,"502 EAST  138 STREET, BRONX, New York City, 10454",
DORO'S JAMAICAN RESTAURANT,Caribbean,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,12,BRONX,270,EAST  165 STREET,10456,"270 EAST  165 STREET, BRONX, New York City, 10456",
PUTTIN ON A BAGEL COFFEE SHOP,American,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",86,STATEN ISLAND,714,CASTLETON AVE,10310,"714 CASTLETON AVE, STATEN ISLAND, New York City, 10310",
NEW  STAR CHINESE RESTAURANT,Chinese,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,40,BROOKLYN,2212,AVENUE X,11235,"2212 AVENUE X, BROOKLYN, New York City, 11235",
XING XING CHINESE RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,50,QUEENS,9712,ROCKAWAY BEACH BOULEVARD,11693,"9712 ROCKAWAY BEACH BOULEVARD, QUEENS, New York City, 11693",
LACONIA PIZZERIA,Pizza/Italian,04M,Live roaches present in facility's food and/or non-food areas.,32,BRONX,3985A,LACONIA AVENUE,10466,"3985A LACONIA AVENUE, BRONX, New York City, 10466",
KING'S WOK,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,BROOKLYN,261,TROY AVE,11213,"261 TROY AVE, BROOKLYN, New York City, 11213",
BURGER KING,Hamburgers,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,57,QUEENS,21710,HILLSIDE AVENUE,11427,"21710 HILLSIDE AVENUE, QUEENS, New York City, 11427",
QUETZAL RESTAURANT & BAKERY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04M,Live roaches present in facility's food and/or non-food areas.,15,BROOKLYN,6420,17 AVENUE,11204,"6420 17 AVENUE, BROOKLYN, New York City, 11204",
TONY & VAL'S,Pizza,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,22,BRONX,6201,BROADWAY,10471,"6201 BROADWAY, BRONX, New York City, 10471",
HONG KONG BOY RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,52,BROOKLYN,6201,8TH AVE,11220,"6201 8TH AVE, BROOKLYN, New York City, 11220",
DIRTY BIRD TO-GO,Chicken,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11,MANHATTAN,204,WEST   14 STREET,10011,"204 WEST   14 STREET, MANHATTAN, New York City, 10011",
BREAD & BUTTER,Delicatessen,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",32,MANHATTAN,757,3RD AVE,10019,"757 3RD AVE, MANHATTAN, New York City, 10019",
CAFE SHIRIN,Russian,04M,Live roaches present in facility's food and/or non-food areas.,60,BROOKLYN,5610,NEW UTRECHT AVE,11219,"5610 NEW UTRECHT AVE, BROOKLYN, New York City, 11219",
FRESCO TORTILLAS,Tex-Mex,04M,Live roaches present in facility's food and/or non-food areas.,45,BRONX,563,W 235TH ST,10463,"563 W 235TH ST, BRONX, New York City, 10463",
MASTER WOK,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,41,BROOKLYN,5100,KINGS PLAZA SHOPPING CT,11234,"5100 KINGS PLAZA SHOPPING CT, BROOKLYN, New York City, 11234",
NEW CHINA KITCHEN,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,41,BROOKLYN,2229,65TH ST,11204,"2229 65TH ST, BROOKLYN, New York City, 11204",
3 BROS 99 CENT PIZZA,Pizza,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",54,QUEENS,2503,30TH AVE,11102,"2503 30TH AVE, QUEENS, New York City, 11102",
SPAIN RESTAURANT & BAR,Spanish,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,57,MANHATTAN,113,WEST   13 STREET,10011,"113 WEST   13 STREET, MANHATTAN, New York City, 10011",
GIOVANNI'S RESTAURANT,Pizza/Italian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,43,BRONX,3209,WESTCHESTER AVENUE,10461,"3209 WESTCHESTER AVENUE, BRONX, New York City, 10461",
EVERYDAY GOURMET DELI,American,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",48,MANHATTAN,369,LEXINGTON AVENUE,10017,"369 LEXINGTON AVENUE, MANHATTAN, New York City, 10017",
GOLDEN FOUNTAIN RESTAURANT,Caribbean,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40,BRONX,3925,BAYCHESTER AVE,10466,"3925 BAYCHESTER AVE, BRONX, New York City, 10466",
WICHCRAFT,Sandwiches/Salads/Mixed Buffet,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",46,MANHATTAN,62,CHELSEA PIERS,10011,"62 CHELSEA PIERS, MANHATTAN, New York City, 10011",
FLUSHING BANGGANE,Korean,04M,Live roaches present in facility's food and/or non-food areas.,40,QUEENS,16519,NORTHERN BLVD,11358,"16519 NORTHERN BLVD, QUEENS, New York City, 11358",
LA ISLA CAFE RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",36,MANHATTAN,212,DELANCEY STREET,10002,"212 DELANCEY STREET, MANHATTAN, New York City, 10002",
IBAKERY,Bakery,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,81,BROOKLYN,5922,8 AVENUE,11220,"5922 8 AVENUE, BROOKLYN, New York City, 11220",
DEE THAI RESTAURANT,Thai,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,43,QUEENS,4617,QUEENS BOULEVARD,11104,"4617 QUEENS BOULEVARD, QUEENS, New York City, 11104",
EL RINCON DEL SABOR LATINO,Spanish,04M,Live roaches present in facility's food and/or non-food areas.,38,MANHATTAN,74,W 47TH ST,10036,"74 W 47TH ST, MANHATTAN, New York City, 10036",
EL TAPATIO MEXICAN RESTAURANT,Mexican,04M,Live roaches present in facility's food and/or non-food areas.,8,MANHATTAN,209,EAST  116 STREET,10029,"209 EAST  116 STREET, MANHATTAN, New York City, 10029",
"IRIS TEA & BAKERY, QUICKLY",Bakery,04M,Live roaches present in facility's food and/or non-food areas.,38,QUEENS,3907,PRINCE ST,11354,"3907 PRINCE ST, QUEENS, New York City, 11354",
CORNERSTONE CAFE,Sandwiches/Salads/Mixed Buffet,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",111,QUEENS,6015,WOODSIDE AVE,11377,"6015 WOODSIDE AVE, QUEENS, New York City, 11377",
JADE ASIAN RESTAURANT,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,67,QUEENS,13628,39 AVENUE,11354,"13628 39 AVENUE, QUEENS, New York City, 11354",
FEI TENG RESTAURANT,Chinese,04M,Live roaches present in facility's food and/or non-food areas.,72,MANHATTAN,68,EAST BROADWAY,10002,"68 EAST BROADWAY, MANHATTAN, New York City, 10002",
BITE,Sandwiches/Salads/Mixed Buffet,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,MANHATTAN,62,W 22ND ST,10010,"62 W 22ND ST, MANHATTAN, New York City, 10010",
44TH STREET MINAR,Indian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,48,MANHATTAN,160,EAST   44 STREET,10017,"160 EAST   44 STREET, MANHATTAN, New York City, 10017",
PAD THAI,Asian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,44,MANHATTAN,409,8TH AVE,10001,"409 8TH AVE, MANHATTAN, New York City, 10001",
GREAT SICHUAN,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,39,MANHATTAN,363,3RD AVE,10016,"363 3RD AVE, MANHATTAN, New York City, 10016",
LOVING HUT,Vegetarian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,9,BROOKLYN,76,BUSHWICK AVE,11211,"76 BUSHWICK AVE, BROOKLYN, New York City, 11211",
SEA STAR CHINESE RESTAURANT,Chinese,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,41,QUEENS,9121,37TH AVE,11372,"9121 37TH AVE, QUEENS, New York City, 11372",
TANDOOR & CO,Indian,04M,Live roaches present in facility's food and/or non-food areas.,35,QUEENS,9524,QUEENS BOULEVARD,11374,"9524 QUEENS BOULEVARD, QUEENS, New York City, 11374",
CASA NOVA,Italian,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,47,STATEN ISLAND,3555,VICTORY BOULEVARD,10314,"3555 VICTORY BOULEVARD, STATEN ISLAND, New York City, 10314",
